,Name,ID
883,"Stone, James",169736
884,"Chavez, Luis",175570
885,"Kalogeris, George",175596
886,"Lerner, Bernice",181142
887,"Glashow, Sheldon",191019
888,"Yuill, Tom",254282
889,"Frohlich, Elizabeth",274904
890,"Capper, Charles",276202
891,"Lin, Li Hui",360591
892,"Stamenovic, Dmitrije",394811
893,"Dasgupta, Ani",411172
894,"Griswold, David",428169
895,"Smith, Kristin",450091
896,"Heeren, Timothy",465554
897,"Washienko, Nick",489263
898,"Wong, Joyce",492644
899,"Chitkushev, Loubomir",540820
900,"Werk, Susanne",599472
901,"Pellecchia, Deanna",636819
902,"Magleby-Lambert, Rock",647580
903,"Stevenson, Scout",909796
904,"Kleiman, Irit",937901
905,"Konrad, Janusz",957476
906,"Fagherazzi, Sergio",975148
907,"Papadakis, George",1185005
908,"Cartmill, Matt",1225543
909,"Hudson, Emily",1513407
910,"Finan, Thomas",1626427
911,"Siegel, Benjamin",1927033
912,"Vahamikos, George",2002702
913,"Herbordt, Martin",776196
914,"Lee, Jae Young",1309501
915,"Stokes, Matt",1121477
916,"Albuquerque, Ana",817315
917,"Backman, Nelina",736919
918,"Zook, Doug",20675
919,"Berger, Paul",55798
920,"Wolin, Ross",60417
921,"Goldberg, Bennett",69699
922,"Dohrn, Zayd",69825
923,"Swedberg, Deborah",75963
924,"Jackson, Robert",75967
925,"Findell, Carol",81209
926,"Moody, Michael",87564
927,"Dionne, Vincent",102738
928,"Breines, Joseph",115454
929,"Smith, Cassandra",131488
930,"Doherty, Mary Jane",135416
931,"Kline, Jeff",169929
932,"Yanez, Ana",177892
933,"Nisetich, Frank",195283
934,"Hammond, Norman",210021
935,"Scibona, Salvatore",248439
936,"Bifano, Thomas",254940
937,"Gallagher, Kevin",275157
938,"McCann, James",282977
939,"Herbert, Darrell",285475
940,"Kalotay, Daphne",291399
941,"Seliga, Angela",297377
942,"Bai, Qianshen",305886
943,"Weller, Robert",319347
944,"Sclaroff, Stan",356837
945,"Hinrichsen, Lisa",375948
946,"Rafeizadeh, Safoura",437108
947,"McGrory, Carrie",478005
948,"Dann, Jesse",481479
949,"Pickett, Wendy",491203
950,"Maurer, Christopher",507274
951,"Castonguay, Tom",512976
952,"Blanton, Elizabeth",568978
953,"Manoff, Robert",581849
954,"Kibbe, Shiela",599630
955,"Carter, T. Barton",620721
956,"Mastrorilli, Mary Ellen",636142
957,"Gona, Philimon",710481
958,"Guedj, Theirry",743596
959,"IM, Jeannie",747436
960,"Micallef, Roberta",780162
961,"Coelho, Victor",878409
962,"Alonge, Mark",905079
963,"Chmielewski, Amy",921969
964,"Preston, Carrie",932170
965,"Gurd, Kiri",1052870
966,"Vardi, Itai",1057893
967,"Ye, Min",1077094
968,"Moterle, Veronique",1245912
969,"Wright, Haviland",1788426
970,"Tarullo, Amanda",1813513
971,"Grundy, Saida ",2012546
972,"Vidal, Juan",2061416
973,"Anderson, Derek",2106968
974,"Giles, Roscoe",342637
975,"Kauffmann, Sam",135409
976,"Cole, Dan",309750
977,"Semeter, Joshua",479160
978,"Malloy, Mary",2242764
979,"El-Sheikh, Shereif",2053917
980,"Brainerd, Theresa",67925
981,"Moreshet, Tali",1965192
982,"Lavalli, Kari",496727
983,"Stauffer, Andrew",69034
984,"Elder, Douglas",71768
985,"Stephenson, April",76831
986,"Greene, Eugene",81125
987,"Zaitchik, Holly",117341
988,"Ruane, Mike",124452
989,"Allen, Ann",255953
990,"MacGarvie, Megan",275765
991,"Johnson, Jim",291941
992,"Sullivan, Megan",329405
993,"Stern, Chantal",336783
994,"Onyemah, Vini",373796
995,"Wandler, Steven",474739
996,"Barnard, John",487486
997,"Kelly, John",504001
998,"Everson, Terry",505200
999,"Covino, Ralph",558674
1000,"Donohue, Anne",567314
1001,"Thompson, Barbara",570784
1002,"Morgan, Keith",597960
1003,"Wass, Russell",636210
1004,"Salerno, Daniel",717258
1005,"Derosa, Aaron",738951
1006,"Carroll, John",746461
1007,"Parra, María Luisa",750929
1008,"Pavlov, Gregory",752175
1009,"Pande, Aparna",788868
1010,"McQuaid, Jim",891892
1011,"Borojevic, Ksenija",922215
1012,"Gibbons, Megan",934559
1013,"Simon, Leslie",969706
1014,"Desensi, Susan",1038820
1015,"Cirulli, Franco",1207368
1016,"Lewin, Jenn",1356604
1017,"Blaustein, Ian",1673922
1018,"Barendse, Peter",2045901
1019,"Kohn, Nathan",2110760
1020,"Jwa, Soomin",2142296
1021,"Enkosky, Thomas",2249514
1022,"Kriebel, Leslie",1638429
1023,"Krishna, Arunima",2178015
1024,"Schilde, Kaija",2346361
1025,"Sen, Kamal",169546
1026,"Geller, Stephen",43166
1027,"Leventhal, Fred",44537
1028,"Moland, Lydia",67862
1029,"Delamarter, Lawrence",68922
1030,"Apsit, Victoria",82257
1031,"Cronin-Golomb, Alice",98282
1032,"Good, Irene",100573
1033,"Quinonez, Glenda",114649
1034,"Hawkins, Peter",124476
1035,"Friedman, Sid",151897
1036,"Dellheim, Charles",157209
1037,"Chipman, Peter",170422
1038,"Lee, Austin",172813
1039,"Falla, Jack",195432
1040,"Soule, Tom",225527
1041,"Doubleday, Richard",247328
1042,"Morgan, Elise",267169
1043,"Hagstrom, Paul",270667
1044,"Baker, Robin",280119
1045,"Fraser, Bruce",304481
1046,"Baditoiu, Gabriel",315775
1047,"Sewell, Jessica",327143
1048,"Sichel, Kim",337335
1049,"Klarfeld, John",372627
1050,"Untalan, Chris",374537
1051,"Jefferis, Jennifer",376347
1052,"Warren, Rosanna",378271
1053,"Merzbacher, Charles",395834
1054,"Peattie, Thomas",403484
1055,"Gupta, Krishan",467967
1056,"Archer, Seth",530733
1057,"Birnbaum, Ellen",539667
1058,"Epstein, Leslie",589631
1059,"Arnold, Bob",593360
1060,"Trussoni, Danielle",661619
1061,"Lee, Maurice",737614
1062,"Sharma, Sunil",737639
1063,"Pittock, Sarah",745291
1064,"Milz, Sabine",748760
1065,"Winn, Joe",751781
1066,"Jarvis, Eric",835440
1067,"Fox, Elizabeth",856818
1068,"Katz, Ami",937536
1069,"Keklak, John",943947
1070,"Rogosic, Sandra",967710
1071,"Worth, Aaron",1052615
1072,"Kalt, Stefan",1065972
1073,"Moff, Amy",1090805
1074,"Karner, Paul",1119734
1075,"Bose, Tulika",1257729
1076,"Wood, James",1274113
1077,"Engley, Christian",1447416
1078,"Benjamin, Ruha",1476687
1079,"Carballo, David",1558576
1080,"Goldberg, Sharon",1579261
1081,"Burke, Korana",1621613
1082,"Anderson, Lawford",1801259
1083,"Stevens, Elizabeth",1814477
1084,"Petro, Anthony",1828863
1085,"Mansur, Warren",1867218
1086,"Stevens, Robin",1961766
1087,"Blatt, Harrel",2067241
1088,"Hackbarth, Viktoria",2080750
1089,"Lepsky, Olga",2136946
1090,"McCrory, Megan",2171952
1091,"Vegas, Arturo",2231958
1092,"Sushkov, Alex",2040018
1093,"Austin, Judith",563844
1094,"Piston, Spencer",2238912
1095,"Schwartz, Peter",171445
1096,"Vaina, Lucia",603247
1097,"Mora, Libbie",67964
1098,"Yudkin, Jeremy",69291
1099,"Oliver, Martyn",71150
1100,"Ben-Natan, Shulamit",75951
1101,"Waller, Tom",90622
1102,"Sloane, Ethan",127622
1103,"Baxter, Ethan",147690
1104,"Rohrbach, Emily",171641
1105,"Golubic, Stjepko (Steve)",171688
1106,"Nemec, Patricia",183881
1107,"Hawkins, Tom",189231
1108,"Shorr, Frank",195481
1109,"Skinner, Tom",208042
1110,"Clarke, Dorothy",213851
1111,"Baird, Lloyd",225475
1112,"Pendergast, Peter",266304
1113,"Campos, Tulio",276676
1114,"Synodinos, Christus E.",281983
1115,"Goldsmith, Elizabeth",283045
1116,"Phillips, Nathan",293763
1117,"Charles, Collomia",295349
1118,"Biese, Melanie",312793
1119,"Wagenknecht, David",326103
1120,"Bitzas, Penelope",400948
1121,"Perlitsh, Hilda",424406
1122,"Chaffee, Judith",441662
1123,"Tanlu, Lloyd",463141
1124,"Romney, Carla",464584
1125,"Normandin, Shawn",467714
1126,"Chodat, Robert",503685
1127,"Villacorta, Carlos",504138
1128,"McQuivey, James",505235
1129,"Gurpinar, Ata",507639
1130,"Grundmann, Roy",509226
1131,"Hubbard, Allyn",603917
1132,"Cox, Daurice",621928
1133,"Doherty, Jo",737425
1134,"Williams, Greg",744834
1135,"Daus-Haberle, Regina",750198
1136,"Passaglia, Christopher",753391
1137,"Gourio, Francois",782664
1138,"Kia, Babak",851548
1139,"Schudy, Robert",973756
1140,"Bekkai, Kheireddine",1022312
1141,"Lockwood, Thornton",1121551
1142,"Appleford, Amy",1377181
1143,"Harrington, Laura",1408992
1144,"Porter, Tyrone",1411054
1145,"Jaramillo, Deborah",1430869
1146,"Coffman, Christopher",1437787
1147,"Khashaba, Hanan",1511442
1148,"Klancer, Catherine",1525811
1149,"Holsapple, Susan",1632321
1150,"Brodersen, Chris",1723657
1151,"Luzi, Lucia",1825054
1152,"Sims, Gabrielle",1865401
1153,"Weinstein, Jared",1874656
1154,"Ene, Alina",2226571
1155,"Visdomini, Christian",2234851
1156,"Kent, Jessica",1076010
1157,"Arakelian, Adam",1322023
1158,"Packard, Matthew",2208136
1159,"Brown, Jeremy-Murray",70599
1160,"Hall, Melanie",72986
1161,"Costa, Dennis",86748
1162,"Cole, Janis",93645
1163,"Blakely, Allison",94989
1164,"Navitsky, Joseph",199858
1165,"Chamley, Christophe",247968
1166,"Tobar, Alvaro",254761
1167,"Guerrero, Victoria",263493
1168,"Colton, Kendra",269117
1169,"Roziner, Tatyana",270429
1170,"Purvis, Alston",284172
1171,"Zwart, Jane",287942
1172,"Kunz, Tom",311842
1173,"Warkentin, Karen",313228
1174,"Aguirregabiria, Victor",325410
1175,"Harris, John",329942
1176,"Gopalan, Srikanth",346921
1177,"Zdravcovic, Mina",370348
1178,"Costello, Dave",373408
1179,"Halter, Marilyn",392411
1180,"Labovitz, George",395983
1181,"Kopp, David",407344
1182,"Davila-Franco, Rafeal",425146
1183,"Lipman, Bart",473621
1184,"Lusthaus, Daniel",480295
1185,"Shelton, Emily",490011
1186,"Bond, Carolyn",540505
1187,"Bennett, Leigh",540878
1188,"Silverman, Judy",545378
1189,"Williams, Nicole",585428
1190,"Tamm, Sidney",591707
1191,"Vodenska, Irena",609441
1192,"Atkinson, David",620145
1193,"Al-Rawi, Alham",631824
1194,"Jackson, Andrew",634837
1195,"Cazenave, Odile",641652
1196,"Barua, Rashmi",688911
1197,"Salper, Roberta",701998
1198,"Umans, Robert",716133
1199,"Maranelli, Eka",744698
1200,"Sullivan, Richard",784326
1201,"Peteet, Jean",823434
1202,"Kantner, Carl",825962
1203,"Mahoney, Peter",834613
1204,"Widzisz, Marcel",837076
1205,"Formichelli, Jennifer",886201
1206,"Leavitt, Neal",886532
1207,"Murphy, Ted",918253
1208,"Mehren, Elizabeth",1014102
1209,"Atema, Jelle",1046887
1210,"Ovalle-Child, Arlene",1072555
1211,"Kahn, Kate",1121654
1212,"Henchman, Anna",1188226
1213,"Shtern, Victor",1190342
1214,"Schmitz, Paul",1234753
1215,"Wilson, Graham",1237896
1216,"Ganea, Patricia",1251037
1217,"White, Rosemary",1348000
1218,"Thompson, Scott",1415697
1219,"Hughes, Zoe",1425728
1220,"Brownstein, Ilana",1434045
1221,"Yeh, Catherine",1514568
1222,"Haberkern, Phillip",1643233
1223,"Evrenk, Haldun",1733237
1224,"Datel, Maria",1797374
1225,"Shahossini, Behdad",1825734
1226,"Panszczyk, Anna",1842452
1227,"Beg, Qasim",1855518
1228,"Glick, David",1877644
1229,"Hermes, Steve",1881044
1230,"DeVoy, John",1921034
1231,"Kim, Yunjeen",1956426
1232,"Frydman, Horacio",1987261
1233,"Rodriguez, Veronica",2041451
1234,"Gasser-Wingate, Marc",2065285
1235,"Greenberg, Max",2238473
1236,"Papadakis-Kanaris, Christine",2284300
1237,"Krieger, Orran",2329544
1238,"Wippl, Joe",911471
1239,"Chan, Kee",1289409
1240,"Baxter, Marianne",382195
1241,"Lau, Siu-Cheong",2257844
1242,"Ma, Albert",55801
1243,"Almeida, Joselyn",68132
1244,"Ra'Anan, Uri",68947
1245,"Walsh, Jackie",81089
1246,"Weiss, Veronique",83790
1247,"Plank, Terry",104123
1248,"Klement, Shalva",112005
1249,"O'Donnell, Hugh",120635
1250,"Decker, Christopher",133151
1251,"McKnight, Natalie",135462
1252,"Lipsky, Jon",151906
1253,"Stahuljak, Zrinka",169931
1254,"Stebbins-Mccaffrey, Katherine",195285
1255,"Genovese, John",219378
1256,"Levitin, Lev",247256
1257,"Norton, Augustus",267889
1258,"Hutchison, Darcie",268288
1259,"Hamburger, Michael",278507
1260,"Dyen, Jon",279397
1261,"Schweikart, James",298860
1262,"Lucifredi, Federico",312927
1263,"McClintock-Walsh, Cara",324667
1264,"Schilder, Monica",353980
1265,"Pi, So-Young",382069
1266,"Pena-Iguaran, Alina",392911
1267,"Rosenberger, Chandler",406055
1268,"Orwig, Tim",464176
1269,"Sandvik, Anders",472996
1270,"Chandran, Sucharita",481025
1271,"Frohlich, Markum",486659
1272,"Coppola, Julie",489929
1273,"Menezes, Melvyn",490364
1274,"Mangoubi, Ursula",504952
1275,"Gates, John",543056
1276,"Toffoli, Tom",603916
1277,"Schlang, Dana",614420
1278,"Borushko, Matthew",616225
1279,"Molander, Eric",617225
1280,"Blanco, Carlos",748470
1281,"Diluzio, Joseph",769235
1282,"Becker, Cynthia",782619
1283,"Pierce, Gillian",823639
1284,"Hebert, David",888022
1285,"Nolan, Thomas",895033
1286,"Woo, I-Hao",924422
1287,"Lamorte, Wayne",946159
1288,"Wessels, Melissa",953718
1289,"Lane, Kenneth",971489
1290,"Villarreal, Dave",975254
1291,"Kermes, Stephanie",1029102
1292,"James, Rob",1043631
1293,"Swan, Anna",1144448
1294,"Scrivano, Paolo",1249372
1295,"Nunez, Alejandra",1262995
1296,"Akiyama, Sachiko",1265073
1297,"Burgess, Maria",1277207
1298,"Root, Colin",1351334
1299,"Hare, Paul",1378800
1300,"Howell, William Hunting",1381454
1301,"Lakin-Schultz, Katherine",1449023
1302,"Black, Kevin",1526187
1303,"Barents, Brandy",1535051
1304,"Bucci, Bruce",1551640
1305,"Walsh, Joyce",1643127
1306,"Hendrickson, David",1677656
1307,"Boches, Edward",1752495
1308,"Osborne, Jason",1752994
1309,"Krigman, Steven",1754288
1310,"Condie, Lois",1901017
1311,"Martinelle, Robert",1960480
1312,"Beck, Margaret",1969133
1313,"Kotiuga, Robert",1987525
1314,"Bennett Zendian, Amy",1991043
1315,"Drepanos, Olga",2007777
1316,"Mulvihill, Maggie",2077390
1317,"McGuire, Joseph",2134337
1318,"Fekety, Julian",2219442
1319,"Grant, Christopher",2230633
1320,"Dugan, Katherine",2257742
1321,"Sabin, Greg",2291566
1322,"Connell, Catie",1616763
1323,"Welch, James",2016448
1324,"Rideout, Earl",1379747
1325,"Yamanaka, Emi",1785672
1326,"Erdos, Dora",2239141
1327,"Mohamedi, Grace",2040800
1328,"Anderson, Joshua",2134866
1329,"Ruane, Jonathan",2249854
1330,"Reis, Matthew",2098248
1331,"Perlstein, Deborah",1516530
1332,"Muscedere, Mario",2301009
1333,"Hughes, Jeffrey",68115
1334,"Kyn, Oldrich",71120
1335,"Hutchison, John",74771
1336,"Wiseman, James",102694
1337,"Hallisey, Leigh",103558
1338,"Schulze, Christina",111294
1339,"Kincaid, Thomas",131444
1340,"Spruill, James",151890
1341,"Basu, Soumendra",173455
1342,"Cassandras, Christos",173465
1343,"Kalberg, Stephen",191051
1344,"Zhang, Xin",198451
1345,"Sadow, Jerome",223432
1346,"Bozorg, Abbas",260464
1347,"White, James",280087
1348,"Dolan, Paul",284426
1349,"Teng, Shang-Hua",324549
1350,"Goldman, Max",377348
1351,"Kolaczyk, Eric",382199
1352,"Prodromou, Elizabeth H.",401280
1353,"Parsons, Margot",419292
1354,"Willems, Sean",456574
1355,"Vaan Hogue, Elane",456784
1356,"Casey, Robert",478109
1357,"Horvath, Melissa",478604
1358,"Muson, Eve",504266
1359,"Weise, Peter",505859
1360,"Alichi, Ali",509417
1361,"Eaton, Perron",521925
1362,"Westervelt, Hilda",528261
1363,"Carlson, Hannah",542840
1364,"Ureneck, Lou",581472
1365,"Karl, William",615035
1366,"Paiella, Roberto",617954
1367,"Davidson, Stephen",637477
1368,"Mikhailova, Tatiana",654470
1369,"Arneson, Sarah",691865
1370,"Burton, William",736878
1371,"Self, Jamie",758646
1372,"Parris, Diane",758990
1373,"Voris, Linda",765484
1374,"Crawford, Neta",805655
1375,"Parker, Holly",820226
1376,"Salyer, Greg",824804
1377,"Lobis, Seth",840062
1378,"Lowe, Romana",840720
1379,"Huang, Wenli",847140
1380,"Margo, Robert",895966
1381,"Morrissey, Peter",911032
1382,"Woodcock, Curtis",921320
1383,"Farkas, Sarah",939191
1384,"Gabler, Ray",966239
1385,"Clark, Cheryl",1030615
1386,"Nowak, Peter",1048183
1387,"Sweet, Ross",1152859
1388,"McCarthy, Jack",1221678
1389,"Miyagi-Lusthaus, Hiromi",1228668
1390,"Isaacson, Samuel",1233253
1391,"Sheehan, Andrew",1309493
1392,"Rabinovitch, Simon",1438776
1393,"Ulusoy, Fahri",1442938
1394,"Mulderig, Chloe",1457180
1395,"Garetto, Stefania",1505947
1396,"Jasti, Ramesh",1543152
1397,"Coskun, Ayse",1568021
1398,"Chung, Yoojin",1580801
1399,"Kim, Joyce",1636848
1400,"Ericson, Keith",1637688
1401,"Barrett, Heather",1638509
1402,"Calhoun, Evangelia",1668311
1403,"Howard, Marc",1720561
1404,"Bishop, Eric",1800237
1405,"Bottoms, Andrew",1815153
1406,"Groshek, Jacob",1838338
1407,"Jouni, Wassim",1869667
1408,"Pastorino, Lucia",1882443
1409,"Talbot, Jennifer",1963104
1410,"Buchwaldt, Robert",2090261
1411,"Schmitt, Christopher",2170504
1412,"Erbas, Bahar",2188720
1413,"Balakrishnan, Jennifer",2218718
1414,"Rotjan, Randi",2260471
1415,"Myler, Neil",2120241
1416,"Ali, Kecia",1265219
1417,"Banasiewicz, Andrew",1719911
1418,"Mancuso, Renato",2286575
1419,"Derin, Pinar",1099201
1420,"Christenson, Dino",1577525
1421,"Vardar-Ulu, Didem",2085477
1422,"Pennington, Juliet",1819981
1423,"Tazi-Naim, Salma",2403258
1424,"Cohen, Chip",11007
1425,"Sandri, Guido",11008
1426,"Howe, Michael",67867
1427,"Chamon, Claudio",68110
1428,"Karim, Samina",68967
1429,"Hanna, Sam",123827
1430,"Lord, William",176366
1431,"Duncombe, Linda",188176
1432,"Ellis, Randy",192831
1433,"Clarke, Roberta",203556
1434,"Haase, Wolfgang",216689
1435,"Vacarra, Diane",238285
1436,"Miliotis, Mark",246809
1437,"Peknik, Patricia",265130
1438,"Arikan, Asli",276333
1439,"Bindas, Gwen",281804
1440,"Levenson, Warren",291765
1441,"Adler, Renata",311270
1442,"Southwick, Peter",312251
1443,"Gleason, Jean Berko",318285
1444,"Lyasoff, Andrew",329940
1445,"Sullivan, Maureen",329947
1446,"Unlu, Selim",373861
1447,"Knowles, Roddy",375599
1448,"Bigio, Irving",404880
1449,"Schadt, Rob",407321
1450,"Feldman, Barbara",408123
1451,"Beck, Julie",447503
1452,"Tseng, Alice",459273
1453,"Keegan, Gerard",464586
1454,"El Sherif, Ashraf",471206
1455,"Luchetti, Leita",481782
1456,"Saghirian, Molly",481920
1457,"Claflin, Kyri",489044
1458,"Calvano, Arthur",489879
1459,"Seligman, Adam",542484
1460,"Fagnani, Daniela",557665
1461,"Elliott, Anna",569308
1462,"Armstrong, David",583755
1463,"O'Connor, Cathy",609612
1464,"Muller, Martin",613869
1465,"Crovella, Mark",615539
1466,"Biletzki, Michal",623350
1467,"McDaniel, Gregory",686004
1468,"Singh, Leher",702084
1469,"Howard, Tim",706775
1470,"Pinch, Barb",713218
1471,"Newman, Andrew",731051
1472,"Rambaud, Marylee",748805
1473,"Hallet, Joe",755058
1474,"Val, Ivan-Fernandez",759021
1475,"Boskin, Joseph",783242
1476,"Fenollosa, Michael",815191
1477,"Grassi, Simona",890067
1478,"Ross, Anna",894193
1479,"Rothschild, Nathaniel Amos",912553
1480,"Hansen, Ulla",913614
1481,"Chamorro-Garcia, Elena",915947
1482,"Jenkins, Carol",945076
1483,"Averitt, Richard",971446
1484,"Vanderschraaf, Peter",1066430
1485,"Weinberg, Marc",1124154
1486,"Issacson, Samuel",1182583
1487,"Larrea, Carolina Castillo",1189851
1488,"Payaslian, Simon",1191295
1489,"Bushnell, Jeremy",1192263
1490,"Pisano, Alan",1233441
1491,"Lustig, Josh",1234394
1492,"Lambert, Cheryl",1248456
1493,"Fedorov, Roman",1257727
1494,"Bianconi, Celia",1433268
1495,"Yin, Wesley",1444532
1496,"Satcher, Mikel",1499527
1497,"Bourrier, Karen",1507240
1498,"Worst, Susan",1546433
1499,"Brownell, Kathryn",1630818
1500,"Berlin, Andrea",1632932
1501,"Wertheimer - Mintz, Linda",1636686
1502,"Aghababian, Vartan",1642779
1503,"Byker, Devin",1657435
1504,"Viles, Wes",1691106
1505,"Buston, Pete",1713204
1506,"Kolarkar, Ameya",1721911
1507,"Spiliopoulos, Konstantinos",1807055
1508,"Papadakis, Konstantinos",1838895
1509,"Angrist, Miriam",1859597
1510,"Menchik, Jeremy",1872979
1511,"Krimmel, Kate",1901082
1512,"Bunch, Scott",1975077
1513,"O'Keefe, Eileen",1981762
1514,"Kaden, Christiane",2038429
1515,"Stanford, Elizabeth",2049091
1516,"Patania, Ilaria",2052304
1517,"Kibbe, Melissa",2063982
1518,"Chazal, Kirby",2070283
1519,"Fox, John",2070808
1520,"Egele, Manuel",2080697
1521,"Brown, Keith",2091638
1522,"Quissell, Katy",2095494
1523,"Garrett, Rachel",2117565
1524,"Carrión Guerrero, Elena",2119317
1525,"Lynch, Shawn",2121204
1526,"Monet-Viera, Molly",2143304
1527,"Crowe, Benjamin",2171531
1528,"Karam, Jeffrey",2207940
1529,"Ultrino, George",2216231
1530,"Gubankova, Elena",2263412
1531,"Vandenberg, Kathleen",1565407
1532,"Polnar, Jack",1964494
1533,"Gelsheimer, Stacey",2093586
1534,"Sun, Taiyi",1702455
1535,"Benke, Gavin",2322588
1536,"Henderson, Jeffrey",1345210
1537,"Sullivan, Eileen",43267
1538,"Dibonaventura, Tony",67894
1539,"Gisholt, Alfedo",67921
1540,"Hilinski, Sara",68044
1541,"Deshler, Jim",68854
1542,"Glenn, Charles",79044
1543,"Weale, Gerald",79671
1544,"Granik, Maria",86495
1545,"Schneider, Paul",128376
1546,"Zinn, Howard",136546
1547,"Perkins, James",173458
1548,"Michel, Allen",174534
1549,"Bui, Linda",175733
1550,"Baltzell, Amy",195421
1551,"Berry, Victor",197158
1552,"Starobinski, David",247254
1553,"Levy, Ray",266206
1554,"Heisler, Jeffrey",272867
1555,"Deacon, Sandra",280264
1556,"Marrocco, Joseph",334531
1557,"Goncalves, Marcus",346704
1558,"Wang, Hua",356750
1559,"Erskine, Mary",372671
1560,"Weisel, Elie",372932
1561,"Connolly, David",374235
1562,"Tsunoda, Susan",410905
1563,"Greenes, Carole",445784
1564,"Bolger, Ben",460059
1565,"Howland, Brian",461040
1566,"Wallace, John",461416
1567,"Taubin, Alexander",467892
1568,"Joglekar, Nitin",487873
1569,"Walker, Joan",489175
1570,"Ubelaker, Max",498310
1571,"Halbert, Ian",540192
1572,"Goel, Deepti",546741
1573,"Barry, Robert",551417
1574,"Jackson, Ken",558669
1575,"Murray-Brown, Jeremy",576515
1576,"Hatten, Kenneth",588389
1577,"Killian, Linda",591868
1578,"Fredholm, Dan",640495
1579,"Indrisano, Roselmina",642783
1580,"Pettit, Mark",652861
1581,"Myhaver, Virginia",669410
1582,"Fujiyama, Ichiro",707438
1583,"Popovic, Nikola",736204
1584,"Tocaimaza, Cecilia",739269
1585,"Yim, Laura",741500
1586,"Navot, Alon",748873
1587,"Ramaprian, Belakavadi R.",749534
1588,"Shah, Ronak",755656
1589,"Steel, Tanya",756761
1590,"D'Onofrio, Eve",757793
1591,"Barth, Kimberly",759088
1592,"Holt, Glynn",768819
1593,"Arguetta, Stephen",775596
1594,"Acquista, Karen",783648
1595,"Teich, Malvin",790837
1596,"Warburton, Roger",797881
1597,"Andersson, Sean",821091
1598,"Sergienko, Alexander",844494
1599,"Karas, Phyllis",863820
1600,"Sen, Arup",916994
1601,"Russo, Francesco",920514
1602,"Castanon, David",940780
1603,"Wang, Feng",975961
1604,"Gilbert, Lindsey",988204
1605,"Johnston, Beth",1069774
1606,"Winkler, Jordan",1071224
1607,"Pritchett, Patrick",1079487
1608,"Costello, Kimberly",1079758
1609,"Rockwood, Catharine",1079872
1610,"Fetvaci, Emine",1086151
1611,"Ryckman, William",1105393
1612,"Burton, Deborah",1109036
1613,"Lamontagne, Katheryn",1127780
1614,"Wu, Denis",1133474
1615,"Altug, Hatice",1133656
1616,"Cuneo, Pia",1134653
1617,"Helwege, Ann",1191044
1618,"Raviv, Alon",1212171
1619,"Litvin, Margaret",1216025
1620,"Seider, Scott",1283711
1621,"Lee, Jung Wan",1298637
1622,"Kuhn, Mary",1342936
1623,"Kellet, Katherine",1488464
1624,"Ishwar, Prakash",1514106
1625,"Brower, Richard",1568384
1626,"Mulcahy, Seann",1580876
1627,"Kramer, Beth",1611740
1628,"Barber, Nick",1612187
1629,"Seele, Michael",1612505
1630,"Rezek, Joseph",1677568
1631,"Short, Anne",1735924
1632,"Stewart, Nathan",1764520
1633,"Rife, Gary Michael",1786900
1634,"Langer, David",1812608
1635,"Zaigralin, Ivan",1851405
1636,"Blake, Peter",1874719
1637,"Kaido, Hiroaki",1901476
1638,"Spieler, David",1917798
1639,"Sia, Jennifer",1924234
1640,"Dunham, Bria",1958194
1641,"Whitmarsh, Patrick",2094280
1642,"Stephen, Terry",2208723
1643,"Ehrenreich, Michelle",2245083
1644,"Sarkisian, Sam",2284140
1645,"Sullivan, Michelle",2324721
1646,"Miao, Jianjun",625161
1647,"Sechrest, David",1763347
1648,"Appeltans, Kim",2395974
1649,"Becker, Lisa",1516479
1650,"Pesanelli, Kelly",2242305
1651,"Howell, Matt",2254594
1652,"Soyarslan, Sanem",1682948
1653,"Fried, Isaac",2008199
1654,"Richer, Ted",68074
1655,"Nelson, Josh",70773
1656,"Thistle, Jim",78919
1657,"Wiesel, Elie",79075
1658,"Vamvakas, Petros",93386
1659,"Rivers, Caryl",113197
1660,"Tyrrell, Wayne",122450
1661,"Bystrom, Maja",148350
1662,"Wend, Henry",172079
1663,"Mollica, Jeff",203573
1664,"Sivakumar, Kumar",230005
1665,"Catania, Claudia",255385
1666,"Mason, Herbert",271441
1667,"O'Brien, Rosalie",278472
1668,"Donley, Jan",280782
1669,"Li, Mingjiang",314194
1670,"Schmidt, Vivien",316177
1671,"Paschalidis, Yannis",369153
1672,"Frank, Stephen",401428
1673,"Lannak, Jane",419008
1674,"Kang, Suzy",449667
1675,"Knowles, Helen",468339
1676,"Du, Shuili",485779
1677,"O'Keefe, Christine",486189
1678,"Karlin, Daniel",487570
1679,"Shorr, Pam",489667
1680,"Bellotti, Enrico",521445
1681,"Munsell, Keith",532048
1682,"O'Neil, Don",539549
1683,"Ippolito, Michela",540626
1684,"Walker, John",565497
1685,"Palmer, Anthony",590086
1686,"Argenton, Cedric",618936
1687,"Markson, Elizabeth",625300
1688,"Argow, Britt",645050
1689,"Redner, Sidney",681489
1690,"Polychroniou, Kelly",688377
1691,"Birch, Mellissa",701990
1692,"Redford, Bruce",757508
1693,"Udelson, Daniel",758515
1694,"Mikulski, Ariana",762829
1695,"Abagana, Brett",801149
1696,"Metheny, Karen",814776
1697,"Holm, Seth",836626
1698,"Hutchison, Hillary",844766
1699,"Borri, Nicola",860882
1700,"Mookherjee, Dilip",867669
