Date,FN,LN,School,OQ,LOD,WTA,Course,for credit,textbook used,grade received,attendence,comment,num found this useful,num did not find this useful,gives good feedback,respected,lots of homework,accessible outside class,get ready to read,participation matters,skip class? you won't pass.,inspirational,graded by few things,test heavy,group projects,clear grading criteria,hilarious,beware of pop quizzes,amazing lectures,lecture heavy,caring,extra credit,so many papers,tough grader,comment_id
01/09/2008,Aaron,Stevens,Boston University,4.0,3.0,N/A,CS101,N/A,No,N/A,N/A,Stevens is fun in class and you have to attend all of his lectures and labs because he counts attendance in the final grade. Instead of a midterm he gives 6 quizzes of which 1 can be dropped. They are quite easy if his lecture notes are studied well. It is difficult to get an A because he does not curve the quizzes and you have to get a 95%.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13969695
12/18/2007,Aaron,Stevens,Boston University,4.0,2.0,N/A,CS101,N/A,No,N/A,N/A,"Aaron's a good guy, and the class seems reasonably easy if you do what you have to (I am rating pre-final exam...).  He put all his slides up on the 'net, which made it easy to study what he wanted us to know.  Homework DID range widely, so start early, and labs WERE completely useless.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13860988
12/14/2007,Aaron,Stevens,Boston University,3.5,3.0,N/A,CS101,N/A,No,N/A,N/A,"He's a good guy and the lectures are interesting, but the labs are useless. The homework ranges from quick and easy to impossible and time-consuming. Quizzes are extremely easy, but it seems like all the different components of the class are disconnected...it was only his second time teaching the class so that's probably it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13836472
11/18/2007,Aaron,Stevens,Boston University,3.0,4.0,N/A,CS101,N/A,Yes,N/A,N/A,No Comments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13673746
09/19/2007,Aaron,Stevens,Boston University,3.5,1.0,N/A,CS101,N/A,Yes,N/A,N/A,"Desperately wants to be liked by his students, so he can come off a little like the kid who never got picked first in gym class. Sometimes he doesn't really answer your questions, you may have to persist. Very reasonable workload!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13482711
08/24/2007,Aaron,Stevens,Boston University,3.5,3.0,N/A,CS111,N/A,No,N/A,N/A,"one of the worst classes ive ever taken at bu. you dont get the grade you actually deserve in the class and you are required to put hours upon hours of work into this class (yes i know its a programming class) but seriously, its a 100 level class. chill the f out with the weekly hw assignments. some of us have real classes to worry about.",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13433542
07/29/2007,Aaron,Stevens,Boston University,1.5,5.0,N/A,CS111,N/A,Yes,N/A,N/A,"stevens is the kind of teacher who likes to fail students at no cost. he gives insufferable homework. lectures are really useful dont skip them, he WILL notice. go to his office hours even if you know the material. read the book. he thinks he is funny but he makes the lectures boring. he usually befriends students who sit in the front",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13362488
07/29/2007,Aaron,Stevens,Boston University,2.0,4.0,N/A,CS111,N/A,Yes,N/A,N/A,"Unfair grader!!! Don't take his class. He expects you to work a LOT. Curves down. Really bias with jewish students. If you want to succeed in this class, you better befriend him and hear him talk for hours about his family. Sometimes funny during lectures.  Worst teacher for cs111. Fool of himself as a java programmer. Go to his office hours.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13362476
04/18/2007,Aaron,Stevens,Boston University,3.5,4.0,N/A,CS108,N/A,No,N/A,N/A,"CS108 is NOT for the weak.  It may be an intro level class, but it is a lot of work.  Be ready to spend 5-10 hours each week on homework.  Not a good idea if you want to take this to get rid of Math/CS requirement.  Aaron provides great examples and is very clear, but not very helpful.  Homeworks are a &amp;quot;figure it out for yourself&amp;quot; kind of deal.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13029564
04/17/2007,Aaron,Stevens,Boston University,2.5,3.0,N/A,CS108,N/A,No,N/A,N/A,"I would not recommend this class to anyone who DOESN'T have a strong interest in programming. I took AP Computer Science in high school, and still struggled with this class. It is definitely not an easy way to get rid of a requirement. Such ridiculous amounts of hw, and he isn't very helpful.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13024294
12/25/2006,Aaron,Stevens,Boston University,5.0,3.0,N/A,CS111,N/A,No,N/A,N/A,"Excellent course, but not easy.  Expect to spend 10-15 hours a week working on HW, but they're excellent reinforcements of class material.  Quizzes every two weeks are tricky but helpful.  Excellent way to start Comp Sci, Aaron is a teacher who really wants to see his students learn. Helpful in office hours and by email.  Good class overall.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12680482
12/19/2006,Aaron,Stevens,Boston University,3.0,4.0,N/A,CS111,N/A,No,N/A,N/A,"He's a very nice guy, and a good teacher. Nevertheless, CS 111 is not an easy class. Trying to finish the homework (which is due at midnight every sunday) ruined my weekends this semester. Expect to spend at least 10 hours a week on homework. The subject matter is not that exciting, the exam and quizzes aren't easy, and he's kind of a picky grader",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12647076
06/30/2006,Aaron,Stevens,Boston University,5.0,1.0,N/A,CS111,N/A,N/A,N/A,N/A,"Aaron is an amazing prof. HW takes a lot of time, but if you are willing to put time into this class you can get a good grade and learn a lot. take this class if you have the time!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12046604
06/21/2006,Aaron,Stevens,Boston University,1.0,1.0,N/A,CS111,N/A,N/A,N/A,N/A,"Although I liked the class, the professor was terrible. He expected us to study CS for 15 hours a week and the assignments were really hard and time consuming. Visiting him was just a waste of time and also, I begged for (and eventually got) points lost unfairly on 3 quizzes!! Make sure that you ask for points on every quiz. Good luck!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12021407
05/07/2006,Aaron,Stevens,Boston University,5.0,3.0,N/A,CS111,N/A,N/A,N/A,N/A,Nicest professor I've encountered at BU thus far. Will strive to make sure you understand the material  -- if the grader unfairly ****s you out of points on quizzes - go see Aaron!!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11838847
04/09/2006,Aaron,Stevens,Boston University,5.0,4.0,N/A,CS108,N/A,N/A,N/A,N/A,"NO DOUBT THE BEST CLASS POSSIBLE. Aaron is VERY helpful, accessible, and fair. His lectures are clear and organized; HWs are very clear and fun. The final project is also really great. I'm not a CS major but LOVE this class. I wish I could take more programming classes.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11679963
01/29/2006,Aaron,Stevens,Boston University,5.0,1.0,N/A,CS111,N/A,N/A,N/A,N/A,"what an awesome guy. he is just the best, no doubt...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11432057
12/08/2005,Aaron,Stevens,Boston University,5.0,1.0,N/A,CS108,N/A,N/A,N/A,N/A,No Comments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11085297
11/19/2005,Aaron,Stevens,Boston University,4.5,4.0,N/A,CS111,N/A,N/A,N/A,N/A,"Possibly the nicest professor I've ever had - His lectures are straight-forward and he makes sure you are prepared for assignments and exams. Workload is a little heavy and very time consuming, but worth it - I learned a lot in this class - Really nice/helpful TA too",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10955365
11/12/2005,Aaron,Stevens,Boston University,5.0,1.0,N/A,CS108,N/A,N/A,N/A,N/A,"If you dont mind a little homework, definitely take this class.  Aron is great!!!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10890294
11/06/2005,Aaron,Stevens,Boston University,4.5,2.0,N/A,CS111,N/A,N/A,N/A,Mandatory,Awesome teacher!!  Really clear and funny!! Yankee fans shouldn't take this course but SOX fans will enjoy. He gives lots of homework hints in class and will always help...even if it's two hours before the assignment is due. He teachers like he really enjoys both the subject and the fact that he gets to teach it to someone.  Wicked Awesome!!!!!!!!!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10809260
09/06/2005,Aaron,Stevens,Boston University,4.5,1.0,N/A,CS111,N/A,N/A,N/A,N/A,Excellent teacher and nice person. Very helpful outide classroom.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10211398
05/11/2005,Aaron,Stevens,Boston University,1.5,5.0,N/A,CS108,N/A,N/A,N/A,N/A,"Horrible teacher. Gives bad grades, admits assignments he gives out were too hard and should not have been given out but still keeps the bad grades kids get. Does not teach what needs to be known for assignments. Has a student from last semester grade the assignments. Do not take this class.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3836092
04/21/2005,Aaron,Stevens,Boston University,4.5,4.0,N/A,CS108,N/A,N/A,N/A,N/A,"Stevens is a great professor, as far as comp sci goes-- he's incredibly helpful when you need homework assistance or general explanations.  Very available outside of class, and an all-around nice guy.  Tells corny jokes and shows vacation photos.  Definitely recommended.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3677396
Date,FN,LN,School,OQ,LOD,WTA,Course,for credit,textbook used,grade received,attendence,comment,num found this useful,num did not find this useful,gives good feedback,respected,lots of homework,accessible outside class,get ready to read,participation matters,skip class? you won't pass.,inspirational,graded by few things,test heavy,group projects,clear grading criteria,hilarious,beware of pop quizzes,amazing lectures,lecture heavy,caring,extra credit,so many papers,tough grader,comment_id
05/02/2019,Aaron,Stevens,Boston University,1.0,5.0,No,CS108,Yes,No,A-,Mandatory,"Rough- Steven's flipped classroom means you watch a video of what he does, and show up to class just for him to briefly go over what he said in the video. For me- this is extremely ineffective style of learning. Stevens is snarky and rude to students who ask questions, and has no regard for how students feel/life. Please don't take this class.",2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31744157
04/23/2019,Aaron,Stevens,Boston University,1.0,4.0,No,CS108,Yes,No,B+,Mandatory,If you want to meet the worst professor at BU. Please take him :),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31650519
02/19/2019,Aaron,Stevens,Boston University,1.0,5.0,No,CS108,No,No,N/A,N/A,Office hours are a must. Lectures as useless Professor Stevens doesn't teach. If I could change one thing about Professor Stevens teaching style I would say patience. Covers the material way to quickly especially considering all the students are not Computer Science majors. Workload is insane.,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31363404
02/16/2019,Aaron,Stevens,Boston University,1.0,5.0,No,CS108,Yes,No,N/A,Mandatory,By far the worst class at BU. 'Flipped Classroom Model' insures that the professor doesn't do any work. Doesn't even show up to his own office hours. Came in twice to his posted office hours and wasn't even there.,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31360098
10/25/2018,Aaron,Stevens,Boston University,1.0,5.0,No,CS108,Yes,Yes,Not sure yet,Mandatory,"CS108 with Stevens is the worst class I have even taken in my 4 years at BU. As a Senior who is concentrating in MIS, I am required to take this class. As excited as I was to learn to code, I have been extremely disappointed by the difficultly of the course design. The lack of compassion and understanding from Stevens is disgusting and frustrating",15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30610899
10/25/2018,Aaron,Stevens,Boston University,1.0,5.0,No,CS108,Yes,Yes,Not sure yet,Mandatory,"He makes you watch his videos he's made as examples before coming to class. Then you go to class where he just repeats what was already covered in the video with 'clicker' questions from an out-of-pocket paid-subscription $27 app (Top-Hat) to get &amp;quot;participation&amp;quot;. He won't shut up about running but if you ask for help with CS, he doesn't help you.",12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30610847
09/26/2018,Aaron,Stevens,Boston University,1.0,5.0,No,CS108,Yes,No,N/A,Mandatory,very bad professor who does not care about his students and does not teach at all,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30523297
05/10/2018,Aaron,Stevens,Boston University,1.0,4.0,No,CS108CS10,Yes,No,N/A,Mandatory,He DOES NOT care about students grade at all. Lack of feedback. Super tough grader. Heavy workload. Grades will not reflect ur efforts.,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,30062059
03/27/2018,Aaron,Stevens,Boston University,5.0,4.0,Yes,CS108,Yes,No,A-,Mandatory,Aaron is probably one of the best teachers at BU. He takes time to help you with assignments &amp;amp; really cares about his students. He saw that I discovered my passion in his class and even got me interview as a software engineer and helped into grad school. Just be ready to work hard &amp;amp; don't fear going to his office hours he likes it,0,17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29701553
02/21/2018,Aaron,Stevens,Boston University,5.0,2.0,Yes,CS108,Yes,No,Not sure yet,Not Mandatory,"He's really, really genuine and does want the best for his students. He's patient and really treats CS like a puzzle, which is a lot of fun. The only con is the workload within such a limited time frame, which he has apologized for and blamed on the school's scheduling. It's one of the few classes where I am actually really learning.",0,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,29584031
10/03/2017,Aaron,Stevens,Boston University,3.0,2.0,No,CS111,Yes,No,B,Not Mandatory,"You don't have to go to lecture, just watch videos and you should be all set. Tests are not reflective of Hws. I got 90s for all hws (with help of tutors), but get 80 for all exams! There were too many questions asking you to go through codes (which was what I am very bad at). Exams should associate more with homeworks!",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28713004
05/11/2017,Aaron,Stevens,Boston University,3.0,2.0,Yes,CS111,Yes,No,A,Mandatory,"There are lots of work with problem sets, labs, readings/quizzes before each class, 2 midterms, a final exam, and a final project. That being said, the grading criteria is extremely explicit, and thus it was my easiest A of the semester. You learn a ton, and it's honestly a super fun class, but Stevens himself is pretty dry and tells bad jokes.",1,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28291364
05/10/2017,Aaron,Stevens,Boston University,5.0,3.0,Yes,CS111,Yes,No,N/A,Mandatory,The best,1,9,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28278196
05/04/2017,Aaron,Stevens,Boston University,4.0,4.0,Yes,MA120,Yes,Yes,A,Not Mandatory,"He is one of the most efficient, data-driven, and organized professors  at BU. His MA120 class  is great for people who aren't that good at math but need a math credit. His flipped-classroom model forces students to be prepared, and you will not do well if you don't put in effort. If you put in some work, the class is straightforward and simple.",0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28210571
02/28/2017,Aaron,Stevens,Boston University,5.0,2.0,Yes,CS111,Yes,No,Not sure yet,Mandatory,"Nice dude, teaches well. Don't see his overall average rating on this site. Most of the Business/Non CS people who took Cs111 or Cs108 with him are rating him average. To be honest, he is the best professor I had at BU.",5,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27866314
12/12/2016,Aaron,Stevens,Boston University,4.0,3.0,Yes,CS108,Yes,No,N/A,Mandatory,"He makes you watch a 5-10 minute lecture online before class and do a quick example. In class, you work on the assignment and have him and a couple TAs help you. I honestly liked this method and got really interested in CS. However, the TAs grade your work, and some of them are really helpful while others could care less for you and your grade.",2,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27449531
11/10/2016,Aaron,Stevens,Boston University,5.0,3.0,Yes,CS111,Yes,Yes,N/A,Mandatory,"I honestly don't get why he doesn't have a good score on this website because he doesn't have any particular cons. You have to watch videos for pre-lecture assignment, but it usually takes like 30 minutes or so. He goes step by side, so, in terms of the Introduction to Computer Science, he is well-suited professor for this class.",1,8,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27166033
06/09/2016,Aaron,Stevens,Boston University,2.0,5.0,No,CS111,Yes,Yes,N/A,Mandatory,"He talks about abs nothing in class because he expects students to understand everything by watching the videos he makes for the course. Generally, he just does clicker questions in class and he can make a long lecture short bc he talks about nothing. He's funny tho.",6,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26710836
04/17/2016,Aaron,Stevens,Boston University,4.0,2.0,N/A,MA120,Yes,Yes,A,Mandatory,"Coming from a student that's not mathematically inclined I was really worried about this class, but it's probably the most clearcut class at BU. Read the book, take the pre-class quizzes and study for a couple hours before the quizzes and there's no reason why you shouldn't an A. Stevens also gives you an extra overal grade point if you go to class",0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26313553
03/18/2016,Aaron,Stevens,Boston University,1.5,5.0,N/A,CS108,Yes,No,N/A,Mandatory,"He doesn't do anything in class, all his lectures are in the videos. I'm fine with video, but he doesn't explain well in the videos.  The quiz and lab exam is way off the chart. Even tho you get the correct answers he will deduct from procedures. THAT'S RIDICULOUS!!! He explains really fast just like you know everything before class. BAD BAD BAD",10,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26157948
01/28/2016,Aaron,Stevens,Boston University,2.0,5.0,N/A,CS108,Yes,No,B,Mandatory,You are expected to spend 10 hours every week to work on 2 homeworks and 2 preassignments. This guy is so lazy and he doesn't care about his students at all. His quizzes are impossible.  The most time consuming class I took here and it's very easy to get a C,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26004002
01/26/2016,Aaron,Stevens,Boston University,4.0,3.0,N/A,CS111,Yes,No,B,Mandatory,"In Fall 2015 they completely changed the course in response to student feedback, and the new course outline is good for people with no previous CS experience. That said, I think this new outline fits to his teaching style better, and he does try to make lectures more survivable. He is also good at explaining and the course is armed with TFs and TAs",2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25996361
01/18/2016,Aaron,Stevens,Boston University,2.0,5.0,N/A,CS108,Yes,No,B+,Not Mandatory,"Too bad this is the only option for CS 108. Mr. Stevens does not seem to understand that non-cs major are just taking this class as an elective. His assignments are a lot more difficult than the hw and extremely time consuming. It's a 70 people class with only 2 TAs, so you will always have to wait to get help",11,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25957987
12/06/2015,Aaron,Stevens,Boston University,5.0,3.0,Yes,MA120,Yes,Yes,A,Mandatory,I really enjoyed taking class with him.,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25567777
12/06/2015,Aaron,Stevens,Boston University,1.5,5.0,N/A,CS108,N/A,Yes,Not sure yet,Mandatory,"This professor is LAZY. All of his lecture videos are in Python 2, then he expects you to ""learn the difference"" &amp; write in Python 3 (which is like teaching Spanish but asking you to write the papers in French) He messes up his own starter code. Even worse, he is condescending when you ask for help. Do not take this class.",11,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25561623
10/15/2015,Aaron,Stevens,Boston University,5.0,1.0,Yes,CS111,Yes,Yes,Not sure yet,Mandatory,"I love this guy. So nice, and is always willing to slow down and answer questions. The actual coursework is the same as with the CS111 sections taught by Prof. Sullivan, FYI. Overall I found the course pretty easy. I can't speak for Aaron's (yes, first name basis) handling of CS101/CS108/MAxxx that he also may teach, however.",2,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25257379
05/17/2015,Aaron,Stevens,Boston University,1.5,3.0,N/A,MA120,Yes,Yes,N/A,N/A,"Be prepared to teach yourself everything. He does not lecture at all in class. His flipped classroom model is really bad. The quizzes do not test anything to do with math, but rather how well you memorize his book. Although the class title is Applied Math, there was absolutely no math involved in the class. It just involved memorizing definitions.",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24849074
05/09/2015,Aaron,Stevens,Boston University,1.0,5.0,N/A,CS108,Yes,No,B+,Mandatory,"I love computer science, but this professor turned my passion from coding away so quickly. His assignments were unclear most of the time and I worked very hard to try to understand them. I did not get the help I received at all from this class. He was even rude to me in office hours, as if asking questions is bad.",23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24784971
05/05/2015,Aaron,Stevens,Boston University,2.0,4.0,N/A,CS108,Yes,No,N/A,N/A,"Professor Stevens might be a good guy, but he is just genuinely lazy. The flipped classroom schedule ensures that he hardly ever does anything. His quizzes are difficult and if you don't say exactly what the graders want to hear you lose points. Just an unclear and unhelpful class which is a shame because it is very interesting material.",13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24745252
01/26/2015,Aaron,Stevens,Boston University,1.0,5.0,N/A,MA120,Yes,No,N/A,N/A,"Easily the worst teacher Ive ever come across in my life, he doesn't even teach. If you want to learn about a subject don't take it with him, he's really good at looking at his phone and talking about himself. WORST PROFESSOR IN HISTORY",14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24332430
01/12/2015,Aaron,Stevens,Boston University,3.5,4.0,N/A,101,Yes,No,B-,Mandatory,"For the quizzes you have to know exactly what the grader wants to hear word by word. So if you miss lectures you are screwed and will not pass . Sevens is really helpful . The LAB hours by the TF's will save your life and the class is very time consuming.... The graders are super tough so be prepared for that , The final exam will save your life",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24271233
11/17/2014,Aaron,Stevens,Boston University,3.0,5.0,N/A,CS108,Yes,No,INC,Mandatory,"CS108 is the hardest thing I've ever taken. Aaron talks a lot in class, but never gets to the point. Workload is insane. 6 written quizzes during semester, that are really hard. Take the class only if you know computer science well, otherwise this is gonna be a nightmare. I spent 5 hours in TA's office every week. I wish I dropped the class earlier",6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23833949
10/22/2014,Aaron,Stevens,Boston University,1.0,5.0,N/A,CS111,Yes,Yes,N/A,Mandatory,"I'm sure Prof. Stevens is a nice guy outside the classroom, but as a professor I found him to be harsh and judgemental.  I was going through some family problems at the time, and I tried to communicate this to him as I had to do some unforeseen travel, but he wouldn't hear it. Every other professor for my classes was fine except him. Downer IMHO. ",8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23681112
10/14/2014,Aaron,Stevens,Boston University,5.0,2.0,Yes,CS101,Yes,No,N/A,N/A,"No reading. No papers. No essays. Homework are long but easy, basic logic in this class will get you an A. For the exams and quizzes just memorize definitions and understand the logic behind each lesson. Recommended if you're avoiding workload and reading. Easy A.",0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,23656170
06/30/2014,Aaron,Stevens,Boston University,5.0,4.0,N/A,CS111,N/A,No,N/A,N/A,"The work load is crazy but how do you expect to learn coding if you don't code? He has an optional final. TAKE THE FINAL, he recycles past quiz questions so you will do fine. Go to his office hours if you have a problem with your assignment! If he sees that you have tried he will help you out. I learned a lot from this class :)",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23411440
05/03/2014,Aaron,Stevens,Boston University,3.0,5.0,N/A,CS101,N/A,No,N/A,Mandatory,"Stevens seems like a nice enough guy and does try to help you understand concepts, but the workload is ridiculous and the grading is harsh. Definitely not an easy class. I spent most of my free time in office hours, as concepts that were explained in class were not necessarily applicable to the homework assignments.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23154844
04/26/2014,Aaron,Stevens,Boston University,2.0,4.0,N/A,CS101,N/A,No,N/A,N/A,Taking this class (especially as a Senior) to fulfill a math/cs requirement WILL BE THE WORST DECISION OF YOUR COLLEGE LIFE. The homework will take you longer than your graduate level seminars in your major. It will teach you how to use the most terrible and outdated program called Alice that will have no application in the real world. Don't do it!,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23104802
02/24/2014,Aaron,Stevens,Boston University,4.0,4.0,N/A,CS108,N/A,Yes,N/A,N/A,"It's pretty tough for an introductory class but I loved it! You gotta put in the work for an A. Workload is insane and I spent a lot of time at the TA's office hours. BUT, I learnt so much and I found the class to be really interesting. When you get that code to work, it's the most rewarding feeling ever. Go to his office hours! Helps so much!",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22864248
02/24/2014,Aaron,Stevens,Boston University,1.0,4.0,N/A,CS101,N/A,No,N/A,Mandatory,"Worst class I've taken at BU. Prof Stevens does nothing but make smart ass remarks and talk about his kids, yet he takes roll in massive lecture hall. Alice is the worst java program ever and the skills learned in this class are 100% outdated and inapplicable. Find another course to fill you MCS requirement--or at least another professor.",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22863229
01/23/2014,Aaron,Stevens,Boston University,1.5,5.0,N/A,CS101,N/A,No,N/A,N/A,The grading is ridiculous. He literally is the least helpful professor at BU and he takes all his personal problems out on the class. He seems like a nice guy at first but by the ens of the semester you will be wondering why you didn't switch out. Honestlt I had to teach nyself everything in that course. He and the textbook are useless.,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22785207
12/16/2013,Aaron,Stevens,Boston University,1.5,3.0,N/A,EC171,N/A,No,N/A,N/A,"Stevens was a great at doing absolutely nothing for his class and having zero responsibilities! He uses a ""flipped classroom"" model, so you teach yourself everything at home, and then come in to class and do all the work on your own. So yeah, he does nothing! Except awkwardly stand in front of class and wonder why nobody respects him.",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22569722
12/14/2013,Aaron,Stevens,Boston University,2.5,4.0,N/A,CS101,N/A,No,N/A,N/A,"This class is so unreasonable. The professor and assistants are quite unhelpful. Also, the Alice assignments are impossible as the skills necessary for completion are not fully taught. To top it off, the graders are very harsh.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22556126
12/13/2013,Aaron,Stevens,Boston University,4.5,4.0,N/A,CS101,N/A,No,N/A,N/A,"Stevens is surprisingly interesting and really cares about what he teaches. You will work hard, but there is a lot of help available. Bottom line, I'm taking CS 108 with him next semester and I'm totally not a math/science person. Take it!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22536871
11/03/2013,Aaron,Stevens,Boston University,1.5,4.0,N/A,CS101,N/A,No,N/A,N/A,"Stevens is unhelpful and condescending. His homeworks are purposefully overly time-consuming, and his quizzes have little to nothing to do with them or the labs.",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22247042
11/02/2013,Aaron,Stevens,Boston University,2.0,3.0,N/A,EC171,N/A,Yes,N/A,N/A,"Is a crook. Textbook is a draft. Gets in trouble for grades being too high, has a quota to follow. Got at least an 89.5 didn't round up. Final project option is to edit his book. Can easily get a B, but an A is hard because of his grade deflation. Gave me a 95% on final paper worth %20, with no negative comments to prevent me from getting an A-.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22245828
09/30/2013,Aaron,Stevens,Boston University,5.0,3.0,N/A,CS101,N/A,No,N/A,N/A,"Professor Stevens is great! He genuinely cares about his students. He's so nice and helpful, especialy if you show effort and go to office hours! His homeworks are a drag, but go to office hours! Study for quizzes with classmates and his questions are based on the objectives on the powerpoint. I hear 101 isnt real compsci though.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22148009
05/29/2013,Aaron,Stevens,Boston University,2.0,3.0,N/A,CS101,N/A,No,N/A,N/A,"One of the worst professors I had at BU. I had an A, broke my ankle on the way to class, and he would not let me make it up. He gave me a 0 flat our and dropped by grade to a B+. Completely condescending and unwilling to discuss the circumstances of my grade. Otherwise, class is bland, workload is average - relatively easy and boring.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21842263
